361605.901530533;5479148.413816668;dentist;medic;3
361656.29800636024;5474820.473161343;dentist;medic;3
361427.209020854;5478780.536514642;dentist;medic;3
361474.3614199401;5477548.084004117;dentist;medic;3
361008.8898393583;5478770.582715326;doctors;medic;10
364224.87710277026;5475941.888047873;doctors;medic;10
360438.2254913043;5477035.299358434;doctors;medic;10
364783.9862702675;5472300.8047436075;doctors;medic;10
364068.7384625423;5476075.686795791;doctors;medic;10
364201.0039658807;5475963.514922381;doctors;medic;10
361986.2017919958;5478386.008327205;doctors;medic;10
360432.6127188017;5474464.029695659;doctors;medic;10
366272.96510180266;5473261.561546262;doctors;medic;10
366284.01440190483;5473267.509395759;doctors;medic;10
362213.8261018644;5477814.445095386;doctors;medic;10
361769.5720478088;5479059.030472657;doctors;medic;10
362722.34708951355;5478313.017027939;doctors;medic;10
361537.6718752501;5478337.264985662;doctors;medic;10
366225.9936316472;5479179.896206492;doctors;medic;10
363229.29709331493;5478295.83433783;hospital;medic;100
361490.8034950078;5479067.859176091;hospital;medic;100
360987.4711911307;5479173.324669575;hospital;medic;100
361288.6394513508;5476983.622962305;hospital;medic;100
365929.4199993542;5475025.335731565;hospital;medic;100
361939.64748968947;5473351.2826642655;hospital;medic;100
361980.1289411281;5473356.757814414;hospital;medic;100
363217.6099901722;5482573.698218933;nursing_home;medic;20
362519.00221060356;5479624.483076617;nursing_home;medic;20
361380.907717045;5478496.646752113;pharmacy;medic;7
361802.337746228;5478185.470074792;pharmacy;medic;7
363146.77568096854;5478314.040329371;pharmacy;medic;7
361101.67259657837;5476000.696829294;pharmacy;medic;7
361475.42777919583;5476295.300982027;pharmacy;medic;7
362012.70281352894;5477963.034553325;pharmacy;medic;7
361228.9087177246;5474667.6479682475;pharmacy;medic;7
361563.7032313194;5478327.206079254;pharmacy;medic;7
366504.79244413483;5477098.801945411;pharmacy;medic;7
364153.5655649954;5476034.914416184;pharmacy;medic;7
360217.29428033147;5475127.666122244;pharmacy;medic;7
360495.3024002874;5477054.933037755;pharmacy;medic;7
359538.2124739937;5475520.4516203;pharmacy;medic;7
362288.426780952;5478060.61890263;pharmacy;medic;7
362379.9580542295;5478018.747073073;pharmacy;medic;7
360317.85118113796;5476573.3828477515;pharmacy;medic;7
361961.3028739494;5478452.110324472;pharmacy;medic;7
362584.95385125827;5479215.62577881;pharmacy;medic;7
357177.5533527761;5479290.060905279;pharmacy;medic;7
361923.7788467882;5475485.039657642;pharmacy;medic;7
361972.9517528468;5475336.879763475;pharmacy;medic;7
361301.7610794873;5477714.631408422;pharmacy;medic;7
359296.7235284038;5482993.344870449;pharmacy;medic;7
361632.24144388555;5475034.118669416;pharmacy;medic;7
362233.5751464106;5474024.496214437;pharmacy;medic;7
362282.68667147774;5473314.398454451;pharmacy;medic;7
362047.9741271874;5475157.456757879;pharmacy;medic;7
365376.50007700344;5472499.801439463;pharmacy;medic;7
367556.89366408845;5473474.114672757;pharmacy;medic;7
367346.314431317;5473935.512121102;pharmacy;medic;7
363823.4223721344;5481404.680610593;pharmacy;medic;7
362930.6651520174;5480096.062528295;pharmacy;medic;7
361795.74624967726;5478891.31472751;pharmacy;medic;7
361684.3468102694;5478626.022370797;pharmacy;medic;7
361968.2903643564;5480003.090276138;pharmacy;medic;7
365732.21245888656;5478551.445694499;pharmacy;medic;7
365642.31457410404;5478114.22186392;pharmacy;medic;7
365627.59265873075;5478098.088098676;pharmacy;medic;7
365919.3416946721;5478930.1561089875;pharmacy;medic;7
362524.8889446055;5471547.369975227;pharmacy;medic;7
359543.2962554463;5473683.023953662;pharmacy;medic;7
362395.22255023534;5478531.322518054;pharmacy;medic;7
358508.3816229511;5474547.4453418115;pharmacy;medic;7
361961.6287842876;5481521.23773187;pharmacy;medic;7
361297.5610065437;5476623.171264297;pharmacy;medic;7
361259.2656414339;5478802.618274701;pharmacy;medic;7
356964.1400976423;5478269.545087719;pharmacy;medic;7
360214.3809418668;5473505.951980566;pharmacy;medic;7
361782.1421555922;5479039.891394862;pharmacy;medic;7
361175.7050070478;5477468.140415997;pharmacy;medic;7
361465.748250911;5477276.9097557375;pharmacy;medic;7
360956.2500148202;5476570.782625141;pharmacy;medic;7
360647.71280122304;5475905.881429023;pharmacy;medic;7
360315.1868160904;5473687.529278594;pharmacy;medic;7
361559.7273309991;5475557.078420088;pharmacy;medic;7
358860.2236366818;5475568.950658459;pharmacy;medic;7
361355.04302147246;5477335.367515749;pharmacy;medic;7
361261.70116486354;5477170.314801977;pharmacy;medic;7
361627.01269899524;5478077.191393907;pharmacy;medic;7
359658.90371640807;5473127.92528176;pharmacy;medic;7
359505.80702819105;5476722.521836017;pharmacy;medic;7
358128.59923569206;5475723.366668272;pharmacy;medic;7
361027.1463646362;5477092.300397303;pharmacy;medic;7
362275.43709223135;5477919.633330919;pharmacy;medic;7
363010.03729453776;5478627.665691179;social_facility;medic;10
361714.30588134145;5477459.394053409;social_facility;medic;10
362640.42037507053;5478431.872094246;social_facility;medic;10
360678.39590679726;5477060.73138916;social_facility;medic;10
360868.08395624475;5477296.025970571;social_facility;medic;10
362260.4647395113;5477879.031676891;social_facility;medic;10
360752.47111253184;5479125.103585208;social_facility;medic;10
361995.16566101636;5479523.875798424;social_facility;medic;10
362036.8378205546;5479427.538905482;social_facility;medic;10
361631.6154365498;5477189.54936508;social_facility;medic;10
361251.48988700757;5478789.734362483;veterinary;medic;5
361337.66730604466;5477462.894991866;veterinary;medic;5
365411.872050053;5477571.105748976;veterinary;medic;5
361862.19094864896;5481929.0859959135;veterinary;medic;5